"","id","NEAR_DIST"
"165",63632,436.67
"166",55594,772.01
"167",11787,104.53
"168",48528,361.15
"169",72678,3337890.34
"170",50970,141.48
"171",37840,5373.65
"172",44258,11604.55
"173",10715,350.78
"174",12120,3075.72
"175",67980,8258.1
"176",41635,6278.73
"177",14884,4136.27
"178",56725,3337890.34
"179",33037,12894.11
"180",22190,547.5
"181",47459,5342.59
"182",68908,39221.78
"183",62670,14037.68
"184",60866,36764.23
"185",2136,63626.78
"186",33320,4122.91
"187",58126,352.37
"188",45604,124.3
"189",67428,7648.26
"190",52318,703.02
"191",33347,1044.02
"192",36684,1284.1
"193",41034,522
"194",112,154.67
"195",4807,1257.84
"196",41845,8251.34
"197",6065,5930.34
"198",37187,7174.73
"199",26540,122.54
"200",8879,375.13
"201",30377,2832.25
"202",20203,12165.3
"203",8060,187.5
"204",59630,2191.4
"205",10068,4743.83
"206",34609,1519.82
"207",26701,9346.19
"208",46897,375.64
"209",34636,163.75
"210",52520,8659.13
"211",75,4871.07
"212",31626,4079.02
"213",3181,20326.76
"214",43098,29640.16
"215",37008,661.09
"216",34853,6183.9
"217",48752,91.48
"218",31132,1192.35
"219",37562,3925.97
"220",28740,7460.44
"221",30257,380.27
"222",53212,7411.78
"223",40729,4097.52
"224",48695,360.72
"225",35140,2496.1
"226",46814,5965.19
"227",7721,18591.74
"228",63695,2905.22
"229",7171,70.18
"230",58838,9858.98
"231",61046,258.48
"232",68347,457.1
"233",14746,2635.32
"234",14952,1291.93
"235",64334,6782.52
"236",72374,2169.88
"237",33169,1190.1
"238",4907,537.83
"239",49994,9442.03
"240",59588,163.84
"241",46893,1726.67
"242",16944,151.25
"243",35828,6218.84
"244",24377,7814.89
"245",51694,10233.29
"246",70241,434.84
"247",1780,26785.76
"248",39490,580.92
"249",21704,5612.25
"250",35193,15724.63
"251",24948,7665.49
"252",6076,1000.25
"253",18451,17934.11
"254",13042,3337890.34
"255",34877,15367.89
"256",10891,14.03
"257",33500,3337890.34
"258",1012,2191.11
"259",4321,6353.74
"260",41162,2.46
"261",31957,645.36
"262",15815,23.49
"263",47462,3923.24
"264",28110,2193.02
"265",52448,9366.56
"266",18832,1938.53
"267",62720,698.73
"268",14326,342.04
"269",36933,1766.2
"270",65093,367.2
"271",50139,8059.42
"272",36455,439.58
"273",49732,30895.14
"274",20200,1988.13
"275",43777,374.17
"276",42497,15194.75
"277",52601,721.22
"278",65530,27486.85
"279",73024,10235.78
"280",18842,376.35
"281",9474,179.02
"282",44434,168.55
"283",36366,130.88
"284",47236,1872.34
"285",8633,195.36
"286",71487,3337890.34
"287",46268,7345.62
"288",36093,3681.26
"289",2591,930.53
"290",69669,472.72
"291",67377,657.98
"292",51185,8204.55
"293",24049,13384.37
"294",70835,747.61
"295",74176,2730.19
"296",68037,9041.99
"297",10992,353.69
"298",45886,13353.2
"299",64793,220.89
"300",40808,305.56
"301",62565,8753.63
"302",70379,3337890.34
"303",10089,600.33
"304",37364,1901.89
"305",43345,85.34
"306",39310,12321.43
"307",59713,3337890.34
"308",28945,172.11
"309",5074,5066.72
"310",54009,37919.29
"311",35563,2242.85
"312",17668,649.8
"313",30390,205.41
"314",1298,2645.83
"315",2993,149.31
"316",63712,319.58
"317",61979,14852.96
"318",39704,5735.81
"319",29191,503.18
"320",35649,8675.8
"321",15840,555.29
"322",45415,3337890.34
"323",8055,343.47
"324",51403,3337890.34
"325",33963,555.85
"326",21669,182.01
"327",7900,3337890.34
"328",337,1210.3
"329",17861,465.36
"330",13195,6220.96
"331",54722,104.9
"332",2845,3705.21
"333",17111,15208.32
"334",21338,76.52
"335",49326,7711.43
"336",15358,5.77
"337",33040,85.45
"338",40592,8482.73
"339",29513,13.22
"340",51163,14742.71
"341",40920,15918.32
"342",65101,40.95
"343",21127,4357.77
"344",67822,2019.2
"345",14135,564.65
"346",10458,10394.35
"347",32089,3337890.34
"348",8230,6749.92
"349",43433,26002.05
"350",62188,10667.36
"351",19,14541.02
"352",26577,144.48
"353",68887,9867.9
"354",9382,321.88
"355",65238,8962.58
"356",17897,278.78
"357",29744,15589.8
"358",23987,5713.71
"359",26655,5535.18
"360",17978,13184.68
"361",51558,2451.93
"362",48007,33788.82
"363",25534,17005.77
"364",13969,16815.97
"365",39548,125.32
"366",25143,460.42
"367",25736,511.98
"368",17516,1490.68
"369",66980,77.66
"370",45444,134.66
"371",59310,3337890.34
"372",59102,10302.27
"373",61883,1245.45
"374",93,1991.78
"375",15988,3784.71
"376",19304,624.47
"377",44092,11295.06
"378",66242,4789.84
"379",51611,11064.7
"380",53847,265.85
"381",67634,503.62
"382",24757,648.48
"383",37524,1582.63
"384",16341,3403.48
"385",39176,429.07
"386",24836,20162.57
"387",73470,278.23
"388",11533,4533.88
"389",74217,20746.27
"390",7007,11113.14
"391",4101,7815.74
"392",17041,23539.01
"393",38725,39.15
"394",39749,673.58
"395",62642,15386.34
"396",49453,6319.88
"397",63018,119.24
"398",65932,2228.86
"399",56863,10674.92
"400",23835,50.36
"401",34870,86.49
"402",39915,7546.43
"403",9736,3535.43
"404",70019,12778.44
"405",20984,260.2
"406",20132,844.86
"407",5963,9102.15
"408",3740,7518.71
"409",26943,9624.18
"410",43742,27384.68
"411",5784,43845.17
"412",42548,4621.79
"413",5121,112.81
"414",57478,1341.47
"415",58537,3716.13
"416",3627,7063.29
"417",4062,31.78
"418",15832,3904.38
"419",34741,294.36
"420",67097,1947.25
"421",4437,666.48
"422",65817,3842.94
"423",39559,7483.5
"424",54412,2507.35
"425",25344,274.94
"426",2301,5619.42
"427",32844,5722.9
"428",59874,2523.74
"429",50233,37.89
"430",29639,10566.26
"431",65584,3285.98
"432",43808,5468.58
"433",6788,12196.25
"434",51220,3337890.34
"435",16872,482.26
"436",66383,1006.86
"437",58599,2436.66
"438",29383,1850.69
"439",36809,406.79
"440",29753,3473.99
"441",72112,223.21
"442",34926,753.06
"443",59898,1909.47
"444",779,37.04
"445",68126,185.09
"446",48102,492.38
"447",24794,11965.86
"448",29771,2503.87
"449",29052,477.28
"450",4923,18011.72
"451",38642,201.24
"452",27079,131.49
"453",60111,459.43
"454",12478,8968.7
"455",67155,106.15
"456",54733,245.68
"457",45654,459.65
"458",54678,157.72
"459",1439,3880.62
"460",16313,2192.04
"461",6735,7144.84
"462",3328,427.04
"463",1220,7190.26
"464",57970,13548.45
"465",44204,12922.02
"466",63675,26744.29
"467",40519,2133.37
"468",66382,97.23
"469",45386,14011.68
"470",43604,7894.03
"471",59053,9597.64
"472",1030,4101.71
"473",52677,10346.37
"474",1738,567.16
"475",19548,1842.87
"476",30897,274.38
"477",27523,178.03
"478",815,492.52
"479",14910,10045.84
"480",11184,42824.65
"481",49071,37540.65
"482",22000,164.78
"483",60074,523.34
"484",60374,422.12
"485",25913,9925.23
"486",6205,98.16
"487",48390,22794.66
"488",3980,1476.2
"489",11905,856.34
"490",45320,94.03
"491",31264,598.94
"492",16537,2095.42
"493",9096,4127.38
"494",33104,3848.31
"495",11754,284.04
"496",4147,4476.26
"497",53577,5668.22
"498",42476,53.89
"499",68995,275.66
"500",32255,1530.86
"501",8699,425.11
"502",1203,82.91
"503",70666,5265.97
"504",26293,24.5
"505",44358,21167.59
"506",64687,9763.84
"507",71489,21.3
"508",61994,17084.49
"509",42306,15801.28
"510",67453,391.28
"511",11581,8380.8
"512",14123,1791.88
"513",18266,162.36
"514",59263,8852.96
"515",6387,13186.83
"516",28359,10554.67
"517",17571,15937.45
"518",53558,782.85
"519",66967,2150.66
"520",72238,11610.47
"521",12207,12404.77
"522",68495,3865.67
"523",19283,19790.22
"524",38565,81.32
"525",3522,1468.2
"526",21927,11506.34
"527",60029,766.55
"528",26851,14641.56
"529",41968,35.79
"530",38379,51762.66
"531",54983,1389.54
"532",68333,4012.94
"533",65944,3419.7
"534",5947,2889.56
"535",42347,25257.6
"536",67371,2478.02
"537",64048,5040.31
"538",42733,45.02
"539",4133,1285.66
"540",50124,2739.21
"541",69502,24.21
"542",45876,89.37
"543",52402,7861.09
"544",24691,142.64
"545",67950,457.63
"546",19232,20309.68
"547",65266,1318.14
"548",48401,22759.73
"549",53972,9778.91
"550",59369,1081.45
"551",21737,3288.75
"552",13211,9699.37
"553",63864,204.62
"554",30174,6.34
"555",70930,4027.1
"556",36823,2387.05
"557",63746,24.5
"558",24331,725.83
"559",41174,415.87
"560",70070,52.02
"561",31332,1296.87
"562",11011,11702.95
"563",12245,6566.74
"564",68493,18300.56
"565",5946,13188.15
"566",27334,182.48
"567",60626,20620.83
"568",69018,916.49
"569",49196,15800.51
"570",26839,1023.33
"571",58681,203.74
"572",70584,3452.15
"573",6758,138.75
"574",65476,348.54
"575",63687,4780.98
"576",49678,1262.09
"577",57948,13125.27
"578",42350,9809.42
"579",4526,315.36
"580",51133,10416.15
"581",70054,2415.62
"582",48080,227.05
"583",12552,4308.47
"584",52707,5427
"585",68660,493.53
"586",64257,3405.46
"587",46719,18.49
"588",17219,728.45
"589",29658,1533.13
"590",14992,12490.62
"591",56386,4232.59
"592",8757,29.51
"593",13727,7710.81
"594",22928,177.94
"595",63748,4994.79
"596",42195,8287.83
"597",36067,808.67
"598",54113,1146.52
"599",59405,3406.16
"600",62511,1200.67
"601",23315,3135.26
"602",40509,204.54
"603",45093,1317.3
"604",45889,305.89
"605",71634,375.65
"606",15250,6231.92
"607",32245,5253.15
"608",3777,5914.02
"609",71658,3950.33
"610",48546,1676.94
"611",11957,3.82
"612",49862,6360.97
"613",38775,20679.46
"614",66760,58.1
"615",61574,13122.48
"616",57395,2351.62
"617",21830,331.13
"618",18225,335.64
"619",25165,13023.56
"620",67199,387.25
"621",22385,2245.95
"622",4636,8397.12
"623",35726,18454.69
"624",6939,391.13
"625",31692,1409.3
"626",47016,14227.64
"627",53147,4829.1
"628",27776,2352.88
"629",17242,564.89
"630",53218,243.45
"631",60433,10450.14
"632",48033,17509.64
"633",58642,665.34
"634",7420,202.6
"635",11811,455.57
"636",54548,14040.58
"637",54848,10988.33
"638",32336,13619.69
"639",26535,584.68
"640",71856,4735.84
"641",53518,7494.07
"642",11087,63.87
"643",14701,1155.79
"644",11447,46.23
"645",23819,2673.73
"646",27069,43.96
"647",21064,230.57
"648",36711,17765.01
"649",37750,14526.84
"650",47102,7300.54
"651",13734,1357.08
"652",50708,2776.33
"653",38763,30394.97
"654",38220,247.11
"655",5060,176.39
"656",29153,79.83
"657",53985,9874.26
"658",6519,886.63
"659",47117,24.93
"660",20625,3337890.34
"661",46110,853.2
"662",72474,186.01
"663",623,8563.27
"664",27561,4240.47
"665",52067,7300.07
"666",6757,1759.7
"667",54596,4164.69
"668",67545,3716.35
"669",51355,309.01
"670",28846,9212.31
"671",13685,1010.15
"672",7863,28803.62
"673",55543,4547.94
"674",63908,10024.34
"675",23407,2128.77
"676",57452,723.04
"677",42339,2019.58
"678",42491,4461.67
"679",27128,3337890.34
"680",28741,307.4
"681",7936,185.85
"682",40427,141.03
"683",64144,7.67
"684",15188,618.92
"685",25220,254.59
"686",59031,11527.4
"687",69979,2124.12
"688",25199,10787.13
"689",70644,22810.05
"690",7841,40.59
"691",32699,3891.09
"692",25339,27374.15
"693",53106,23041.54
"694",39953,2742.33
"695",22679,445.7
"696",32012,1415.83
"697",35007,3624.53
"698",19409,3337890.34
"699",54670,211.92
"700",36702,323.66
"701",57293,10319.9
"702",50001,5247.14
"703",6002,869.09
"704",46231,4913.67
"705",10342,316.6
"706",54599,3791.54
"707",26302,1042.18
"708",24052,1383.89
"709",11362,160.98
"710",4554,2758.4
"711",3873,591.08
"712",1856,1958
"713",19574,1154.46
"714",3843,349.26
"715",71216,12.8
"716",42487,5069.88
"717",19869,4436.69
"718",71891,641.44
"719",5875,8735.75
"720",63423,7166.85
"721",38537,3337890.34
"722",880,39.07
"723",28306,4641.14
"724",69377,485.59
"725",492,1115.51
"726",11641,12151.53
"727",69883,3733.39
"728",8709,751.6
"729",8316,4602.29
"730",32164,1540.21
"731",49888,762.36
"732",17809,3214.18
"733",71837,3192.74
"734",36267,3337890.34
"735",64333,2305.8
"736",39105,3497.83
"737",13866,4698.02
"738",42943,7409.28
"739",42959,113.05
"740",27736,155.09
"741",68179,1806.22
"742",19672,29595.95
"743",37322,88.13
"744",42431,11994.84
"745",25766,291.68
"746",70897,6395.95
"747",61759,1214.53
"748",64031,1316.53
"749",18488,17270.67
"750",13501,5348.2
"751",26856,1111.55
"752",59448,2463.65
"753",56471,3335
"754",17287,3337890.34
"755",8080,11767.47
"756",27799,3337890.34
"757",35558,380.74
"758",63978,1688.08
"759",45566,2663.86
"760",61039,17098.01
"761",71895,344.25
"762",968,124.73
"763",3995,928.5
"764",1604,5145
"765",53188,80.68
"766",5562,584.61
"767",10976,389.56
"768",18814,2771.3
"769",43732,5133.37
"770",72282,410.63
"771",69101,2363.53
"772",25947,5114.24
"773",43149,474.32
"774",50383,366.59
"775",49431,2443.22
"776",45744,53.98
"777",18848,2159.31
"778",711,741.92
"779",6044,1396.53
"780",2940,52.6
"781",57305,714.58
"782",58286,947.89
"783",66643,15598.68
"784",12756,5054.98
"785",15545,133.91
"786",47221,8.93
"787",2414,1599.2
"788",11497,1474.13
"789",71236,64.02
"790",26174,540.46
"791",14985,5538.99
"792",41560,4337
"793",26204,3863.34
"794",21623,12086.11
"795",37757,4402.87
"796",59179,2888.47
"797",1981,15510.85
"798",72237,44.29
"799",51820,3337890.34
"800",23732,13414.35
"801",47193,3170.19
"802",5464,358.67
"803",57085,1502.35
"804",59694,0.88
"805",56708,1385.08
"806",3091,5107.29
"807",37039,474.13
"808",13201,269.38
"809",10527,13547.14
"810",40666,515.48
"811",47783,4449.26
"812",47756,3867.83
"813",66682,16820.49
"814",11388,197.85
"815",1605,57.57
"816",10065,12591.93
"817",72943,6883.21
"818",38507,298.94
"819",54163,6614.79
"820",27790,43297.66
"821",37114,9474.84
"822",70237,43.86
"823",47075,1550.54
"824",61558,6355.86
"825",28921,177.16
"826",38293,27210.98
"827",23288,185.9
"828",50641,4277.23
"829",1074,59.26
"830",68641,77.05
"831",40102,1157.58
"832",51665,11301.56
"833",13739,8126.7
"834",60171,14371.63
"835",18825,485.95
"836",7942,4173.88
"837",60688,6789.7
"838",9401,14347.11
"839",58495,773.87
"840",41985,3337890.34
"841",17569,390.69
"842",14438,8307.55
"843",52390,16825.76
"844",37241,8810.83
"845",37507,237.89
"846",2829,4448.76
"847",34664,1709.84
"848",16672,20096.49
"849",4778,6990.85
"850",55567,2733.95
"851",11871,260.49
"852",27571,13701.67
"853",13555,15507.81
"854",23465,435.77
"855",28822,6497.44
"856",50898,10390.37
"857",53006,848.95
"858",56631,1602.81
"859",46988,3969.67
"860",4672,237.05
"861",35778,1214.62
"862",70424,152.22
"863",58389,7904.87
"864",11695,13947.83
"865",37915,780.98
"866",65995,6194.39
"867",8988,314.43
"868",12598,5307.67
"869",34130,7579.27
"870",28032,159.65
"871",72055,5268.22
"872",14727,10089.05
"873",7784,3911.34
"874",44120,467.9
"875",6424,12.35
"876",146,1885.19
"877",56277,5160.96
"878",60410,1818.39
"879",61169,229.15
"880",22244,6578.05
"881",61060,761.68
"882",33006,11376.59
"883",6988,4884.06
"884",23156,3066.89
"885",54772,4904.41
"886",19362,2501.47
"887",60535,1482.23
"888",54055,1965.63
"889",6171,113.92
"890",48519,1093.74
"891",33946,1779.75
"892",68894,13177.91
"893",36606,2800.07
"894",72553,22691.08
"895",13987,262.13
"896",20639,5866.65
"897",21896,451.29
"898",25354,2452.12
"899",24752,8414.06
"900",7691,6910.36
"901",61992,2060.48
"902",19080,4240.18
"903",34305,3752.84
"904",36513,291.22
"905",41986,3994.48
"906",36255,500.27
"907",28016,147.56
"908",55033,5816.42
"909",18928,3060.96
"910",44976,1076.85
"911",7296,1093.37
"912",10085,3337890.34
"913",15643,1823.35
"914",1817,103.99
"915",15975,314.01
"916",22396,3237.37
"917",2547,41.28
"918",24638,381.75
"919",47697,7057.43
"920",25000,1713.65
"921",52461,4514.04
"922",49160,19874.1
"923",42590,9950.02
"924",65061,2343.94
"925",25243,3265.62
"926",30320,707.68
"927",69136,2411.33
"928",28993,32050.72
"929",25367,5444.47
"930",53109,295.31
"931",18169,111.65
"932",18729,368.68
"933",40750,8681.44
"934",16363,496.24
"935",22402,11204.52
"936",52686,2297.6
"937",50841,137.72
"938",12656,22529.36
"939",21315,175.97
"940",32543,3337890.34
"941",73274,124.06
"942",20697,7585.62
"943",5009,17173.04
"944",19781,116.81
"945",56226,10523.04
"946",69168,2139.19
"947",26962,4576.29
"948",43964,241.13
"949",72849,25047.53
"950",15974,1983.27
"951",5071,184.44
"952",44480,126.51
"953",54327,6721.37
"954",55560,80
"955",5563,5459.63
"956",44490,1044.79
"957",4379,57.06
"958",58526,1647.27
"959",41227,1825.41
"960",9069,675.98
"961",32952,3337890.34
"962",42342,55.77
"963",5455,52.79
"964",39280,8343.43
"965",43079,13298.05
"966",46510,3337890.34
"967",17088,1246.1
"968",61476,5328.66
"969",44578,15390.23
"970",46507,4812.04
"971",38201,16254.38
"972",15306,3337890.34
"973",20347,16321.71
"974",72772,1929.39
"975",52991,6019.38
"976",68844,1866.96
"977",16923,346.35
"978",22283,200.83
"979",54056,8709.32
"980",3968,39.64
"981",33094,232.27
"982",20020,7424.14
"983",25712,8300.25
"984",30261,410.46
"985",38474,2736.38
"986",36914,1754.08
"987",21383,3778.64
"988",45754,2741.37
"989",61131,30655.37
"990",11961,598.21
"991",59071,168.18
"992",458,5064.82
"993",1678,3337890.34
"994",32502,2533.83
"995",14763,29179.93
"996",41826,16505
"997",17360,652.81
"998",62435,2696.41
"999",60873,2124.3
"1000",61750,2253.11
"1001",47384,56.28
"1002",11570,8181.95
"1003",5769,17.36
"1004",41064,814.18
"1005",73337,3376.79
"1006",2296,17814.82
"1007",30758,9060.69
"1008",11249,1829.69
"1009",8975,991.67
"1010",15697,9054.36
"1011",55516,15715.6
"1012",68770,76.43
"1013",34340,1316.26
"1014",73545,11779.94
"1015",21946,3767.77
"1016",20011,2459.4
"1017",12096,4.5
"1018",52980,212.18
"1019",41433,5140.49
"1020",21810,4202.79
"1021",8064,705.3
"1022",72386,1591.85
"1023",6948,1522.63
"1024",61190,19338.53
"1025",29182,8760.11
"1026",5277,505.28
"1027",21792,9257.85
"1028",34375,1819.09
"1029",26402,922.34
"1030",65213,20282.95
"1031",34298,5288.55
"1032",72359,26.7
"1033",19234,47.03
"1034",1408,1264.65
"1035",60705,10570.17
"1036",19262,11967.83
"1037",61177,901.1
"1038",15666,1120.14
"1039",11352,1499.83
"1040",19595,38852.22
"1041",2523,5735.92
"1042",51714,272.95
"1043",47206,2931.43
"1044",46752,33.6
"1045",54871,288.56
"1046",30036,50.38
"1047",24034,234.98
"1048",7334,50.26
"1049",70461,4683
"1050",74188,399.66
"1051",52643,3385.41
"1052",30990,3224.34
"1053",20637,15661.8
"1054",52547,81.18
"1055",15529,3337890.34
"1056",48505,3109.94
"1057",5968,60.63
"1058",17278,4983.29
"1059",55164,4647.81
"1060",21952,15032.33
"1061",30140,2995.62
"1062",23296,190.47
"1063",59327,47462.07
"1064",34823,19153.12
"1065",13244,7381.21
"1066",14675,29.03
"1067",36360,20964.13
"1068",59257,2318.8
"1069",68473,487.93
"1070",6592,355.63
"1071",39088,244.94
"1072",15044,386.21
"1073",45312,125.9
"1074",25635,957.19
"1075",3246,1165.16
"1076",72352,13399.5
"1077",2427,591.73
"1078",15178,39887.77
"1079",32145,17147.12
"1080",38563,3337890.34
"1081",57980,9091.78
"1082",58115,18.69
"1083",6905,341.03
"1084",38261,26178.2
"1085",46317,877.77
"1086",47744,11503.91
"1087",4674,6071.97
"1088",7464,151.26
"1089",54386,1025.22
"1090",58753,2537.16
"1091",8734,1602.25
"1092",20205,615
"1093",57641,420.28
"1094",3215,3727.17
"1095",20872,1994.06
"1096",34554,16499.77
"1097",9793,442.05
"1098",43016,428.89
"1099",4435,850.75
"1100",32760,1325.11
"1101",11879,6094.78
"1102",10835,10835.44
"1103",24198,7076.32
"1104",14783,22531.26
"1105",49627,5222.12
"1106",16898,1464.88
"1107",18730,4195.65
"1108",51370,717.76
"1109",42001,1619.37
"1110",45954,944.34
"1111",4072,593.85
"1112",25132,4960.74
"1113",37522,8525.4
"1114",9850,527.71
"1115",11736,2490.36
"1116",72024,3894.72
"1117",34272,22272.06
"1118",27733,528.35
"1119",19274,7684.93
"1120",44507,20782.63
"1121",70026,245.22
"1122",21745,1286.18
"1123",47134,3337890.34
"1124",47471,146.49
"1125",33789,1168.97
"1126",48621,2295.57
"1127",68054,11747.48
"1128",50879,289.3
"1129",60376,1880.7
"1130",27378,162.95
"1131",42383,3070.94
"1132",74085,498.73
"1133",55074,3410.97
"1134",46138,540.87
"1135",27695,870.85
"1136",30098,591.35
"1137",25576,4334.09
"1138",10479,19968.23
"1139",59522,67.35
"1140",57162,76.75
"1141",17413,2635.56
"1142",2080,1691.48
"1143",64577,379.22
"1144",28942,198.82
"1145",8686,26.16
"1146",9182,1198.89
"1147",20207,97.92
"1148",16679,962.85
"1149",11991,9604.48
"1150",2484,72.3
"1151",58277,32673.37
"1152",51371,796.9
"1153",32063,6331.74
"1154",69226,485.36
"1155",47870,532.51
"1156",3634,9510.36
"1157",7061,508.18
"1158",46652,10936.82
"1159",59430,1244.3
"1160",3948,16951.17
"1161",21067,38.16
"1162",31713,3642.84
"1163",19346,3236.49
"1164",1775,29104.14
"1165",25178,1103.62
"1166",30241,5245.87
"1167",31034,4177.65
"1168",33553,5447.11
"1169",53697,3337890.34
"1170",13285,109.73
"1171",38383,302.07
"1172",19061,2234.52
"1173",32551,165.36
"1174",21065,10193.19
"1175",62237,14261.88
"1176",29950,2409.78
"1177",64684,4422.72
"1178",6081,4098.5
"1179",3640,11489.75
"1180",69862,381.88
"1181",14082,1530.71
"1182",71302,431.39
"1183",11549,94.11
"1184",5116,64.13
"1185",66603,18417.61
"1186",20685,1585.13
"1187",44654,5275.71
"1188",65214,410.44
"1189",19542,6534.59
"1190",20122,11858.29
"1191",15760,1867.87
"1192",69542,3337890.34
"1193",8263,4994.47
"1194",66753,16028.41
"1195",64690,746.5
"1196",48178,6289.84
"1197",55522,24663.05
"1198",38157,7075.63
"1199",44506,540.09
"1200",57174,185.82
"1201",46378,5251.34
"1202",58390,1848.85
"1203",25232,35121.17
"1204",57258,855.7
"1205",20382,55.06
"1206",26220,672.34
"1207",89,6578.68
"1208",16438,18907.96
"1209",11416,3337890.34
"1210",7221,656.91
"1211",20028,1.87
"1212",59420,9698.3
"1213",32185,3221.57
"1214",9770,11099.98
"1215",45510,340.73
"1216",14924,345.43
"1217",52979,12621.17
"1218",5291,3337890.34
"1219",46549,4567.55
"1220",45439,45124.83
"1221",69379,407.3
"1222",30775,481.59
"1223",40847,21149.33
"1224",26627,273.85
"1225",66498,565.8
"1226",8465,3450.16
"1227",782,33599.58
"1228",62372,2099.57
"1229",18829,2704.64
"1230",67735,8759.12
"1231",28909,2367.72
"1232",44269,12148.05
"1233",5415,8218.64
"1234",5759,205.93
"1235",22936,726.06
"1236",66423,696.56
"1237",38140,28.38
"1238",60313,4456.3
"1239",10242,5004.74
"1240",46865,8628.29
"1241",5589,3337890.34
"1242",21141,1540.88
"1243",32361,32.37
"1244",25692,284
"1245",30213,1252.32
"1246",34176,245.98
"1247",18875,17034.06
"1248",19102,1955.07
"1249",51699,11785.56
"1250",63993,23991.73
"1251",53761,3337890.34
"1252",73367,110.72
"1253",50957,3337890.34
"1254",23014,730.84
"1255",66976,11948.34
"1256",52436,1784.41
"1257",33848,3384.86
"1258",73056,137.13
"1259",3402,6438.38
"1260",65763,1044.01
"1261",33725,314.75
"1262",66518,11752.88
"1263",13536,5254.53
"1264",29378,655.86
"1265",27291,4484.99
"1266",59249,8121.07
"1267",4841,207.08
"1268",14102,1626.84
"1269",37723,12822.21
"1270",20279,71.87
"1271",16855,9230.37
"1272",30106,1621.12
"1273",48019,3169.5
"1274",48536,267.7
"1275",37967,132.28
"1276",3236,11653.17
"1277",55345,37175.09
"1278",10355,345.08
"1279",41454,736.58
"1280",1741,410.3
"1281",63429,3098.04
"1282",42642,604.98
"1283",65474,7631.84
"1284",9937,27193.58
"1285",4821,6032.79
"1286",18787,4.37
"1287",57556,517.95
